cust_id,ref_date,churn
30966,2018-12-01,0
30967,2018-08-01,0
30968,2018-11-01,0
30969,2017-09-01,1
30970,2018-02-01,0
30971,2018-11-01,0
30972,2018-12-01,0
30973,2018-09-01,0
30974,2017-09-01,0
30975,2018-07-01,0
30977,2018-12-01,0
30978,2018-07-01,1
30979,2017-11-01,0
30980,2018-03-01,1
30983,2018-07-01,0
30984,2018-07-01,1
30987,2018-06-01,0
30990,2017-09-01,0
30992,2017-07-01,0
30993,2018-06-01,0
30995,2018-12-01,0
30996,2018-01-01,0
30997,2018-10-01,0
30998,2017-12-01,0
30999,2017-12-01,0
31001,2017-08-01,0
31003,2018-05-01,0
31004,2017-08-01,0
31006,2017-08-01,0
31008,2017-08-01,1
31009,2017-07-01,1
31010,2018-02-01,0
31011,2017-12-01,0
31014,2018-04-01,0
31015,2018-10-01,0
31017,2017-08-01,0
31018,2018-04-01,1
31019,2018-11-01,0
31020,2018-01-01,1
31021,2018-12-01,0
31022,2018-01-01,0
31024,2018-06-01,0
31025,2018-11-01,0
31026,2017-11-01,0
31028,2017-12-01,0
31030,2018-10-01,0
31031,2017-09-01,0
31033,2017-08-01,0
31036,2017-10-01,0
31039,2017-12-01,0
31040,2018-06-01,1
31041,2018-10-01,1
31044,2018-08-01,0
31046,2017-09-01,0
31048,2018-05-01,0
31049,2018-06-01,0
31050,2018-01-01,0
31052,2018-09-01,0
31054,2018-10-01,1
31057,2018-07-01,0
31059,2018-07-01,1
31060,2017-07-01,1
31061,2017-09-01,1
31063,2017-09-01,0
31064,2018-10-01,0
31066,2017-07-01,0
31067,2018-09-01,0
31070,2018-01-01,0
31073,2017-09-01,1
31075,2018-10-01,0
31076,2018-05-01,1
31077,2018-10-01,0
31078,2018-07-01,0
31079,2018-04-01,0
31080,2018-05-01,0
31081,2018-07-01,0
31082,2018-06-01,0
31085,2018-03-01,0
31086,2018-07-01,0
31087,2017-12-01,0
31089,2017-11-01,0
31090,2018-03-01,0
31091,2017-08-01,0
31092,2017-11-01,1
31094,2017-10-01,0
31096,2018-02-01,0
31097,2018-01-01,0
31100,2017-11-01,0
31102,2018-09-01,1
31103,2018-03-01,0
31104,2018-12-01,0
31107,2017-11-01,0
31108,2017-12-01,0
31110,2018-06-01,0
31113,2017-10-01,1
31114,2018-01-01,1
31115,2018-02-01,0
31118,2017-12-01,0
31119,2018-04-01,0
31120,2018-02-01,1
31121,2018-03-01,1
31122,2018-08-01,0
31123,2018-03-01,1
31124,2018-04-01,0
31125,2018-09-01,0
31127,2018-07-01,0
31128,2017-07-01,1
31129,2018-05-01,0
31136,2017-07-01,0
31140,2018-12-01,0
31141,2018-03-01,0
31142,2018-12-01,0
31143,2018-08-01,0
31144,2018-11-01,1
31146,2018-03-01,0
31147,2018-12-01,0
31150,2017-11-01,0
31152,2017-08-01,1
31153,2017-12-01,0
31155,2017-07-01,0
31156,2017-12-01,0
31157,2018-09-01,0
31158,2018-08-01,0
31160,2018-11-01,0
31161,2018-04-01,0
31162,2017-07-01,0
31163,2018-09-01,0
31164,2018-07-01,0
31167,2018-07-01,0
31168,2018-04-01,0
31171,2017-11-01,0
31172,2017-07-01,0
31173,2018-11-01,1
31174,2017-09-01,1
31175,2017-11-01,0
31176,2017-08-01,0
31177,2018-12-01,0
31178,2018-09-01,0
31179,2018-06-01,0
31180,2018-09-01,0
31181,2018-02-01,1
31184,2018-05-01,0
31185,2018-09-01,0
31186,2018-08-01,0
31189,2018-02-01,0
31191,2018-04-01,0
31192,2017-10-01,1
31198,2017-09-01,0
31199,2017-11-01,0
31204,2017-09-01,0
31205,2017-07-01,0
31206,2018-01-01,0
31207,2018-06-01,0
31208,2017-10-01,0
31210,2017-08-01,1
31211,2017-10-01,0
31212,2018-03-01,0
31213,2018-09-01,0
31214,2018-08-01,0
31219,2017-07-01,0
31220,2018-11-01,0
31222,2017-10-01,0
31223,2018-03-01,0
31224,2018-03-01,0
31225,2018-11-01,0
31226,2018-01-01,0
31227,2018-02-01,1
31230,2018-04-01,0
31234,2018-07-01,0
31235,2017-09-01,0
31236,2018-11-01,0
31237,2018-05-01,0
31238,2018-03-01,0
31239,2018-05-01,0
31240,2018-04-01,1
31241,2018-02-01,0
31242,2018-01-01,0
31243,2018-06-01,1
31244,2018-01-01,1
31246,2018-01-01,0
31248,2018-06-01,0
31251,2018-12-01,0
31252,2017-12-01,0
31253,2017-08-01,1
31254,2018-09-01,0
31258,2017-07-01,0
31259,2018-04-01,0
31260,2017-07-01,0
31261,2018-09-01,0
31262,2018-02-01,0
31264,2017-11-01,0
31267,2018-03-01,0
31269,2017-11-01,0
31270,2018-01-01,0
31271,2018-03-01,0
31273,2018-12-01,0
31274,2017-10-01,1
31276,2018-08-01,0
31278,2018-08-01,1
31280,2018-10-01,0
31281,2018-11-01,0
31284,2018-08-01,0
31285,2018-05-01,0
31286,2018-10-01,0
31287,2018-12-01,0
31289,2018-11-01,0
31293,2018-12-01,0
31298,2018-05-01,1
31299,2017-11-01,0
31301,2018-03-01,0
31302,2018-07-01,1
31305,2018-04-01,0
31306,2018-05-01,0
31308,2018-12-01,1
31309,2018-12-01,0
31310,2018-07-01,0
31311,2017-11-01,1
31312,2018-12-01,0
31313,2017-08-01,0
31315,2018-04-01,0
31316,2018-10-01,1
31318,2018-01-01,0
31319,2018-09-01,0
31320,2018-09-01,0
31321,2017-10-01,0
31322,2018-06-01,0
31323,2018-10-01,0
31326,2018-04-01,0
31327,2018-10-01,0
31328,2017-11-01,0
31331,2018-11-01,1
31334,2018-06-01,0
31335,2018-03-01,0
31337,2018-12-01,0
31338,2017-12-01,0
31339,2018-07-01,0
31340,2018-10-01,0
31341,2018-05-01,0
31342,2018-07-01,1
31343,2018-03-01,0
31344,2017-12-01,0
31345,2018-04-01,0
31346,2017-12-01,0
31347,2018-02-01,0
31348,2018-04-01,1
31349,2017-11-01,0
31350,2017-09-01,1
31351,2017-07-01,1
31352,2018-04-01,0
31353,2017-08-01,1
31354,2018-10-01,0
31355,2018-04-01,0
31357,2017-10-01,0
31359,2018-05-01,0
31360,2018-09-01,0
31361,2018-07-01,0
31362,2018-07-01,0
31363,2018-05-01,0
31367,2018-05-01,0
31368,2018-03-01,0
31370,2017-08-01,0
31371,2018-05-01,0
31373,2018-01-01,0
31376,2018-10-01,0
31377,2018-08-01,0
31379,2017-09-01,0
31380,2017-10-01,0
31383,2017-11-01,0
31386,2018-05-01,0
31391,2017-11-01,0
31392,2017-08-01,0
31393,2018-06-01,0
31394,2018-04-01,0
31395,2017-10-01,1
31396,2017-11-01,0
31397,2017-07-01,0
31400,2017-12-01,0
31401,2018-06-01,0
31402,2018-01-01,0
31403,2018-04-01,0
31404,2017-09-01,0
31406,2017-10-01,1
31407,2018-12-01,0
31409,2018-02-01,0
31413,2017-12-01,1
31415,2018-07-01,0
31416,2018-08-01,1
31417,2017-11-01,0
31418,2018-02-01,0
31421,2018-12-01,0
31422,2017-12-01,0
31423,2018-10-01,0
31425,2017-08-01,0
31427,2018-02-01,0
31429,2017-08-01,0
31431,2017-09-01,0
31434,2017-12-01,0
31435,2017-12-01,1
31436,2017-11-01,0
31437,2017-08-01,0
31439,2017-07-01,1
31440,2018-03-01,1
31441,2018-06-01,0
31443,2018-01-01,0
31444,2018-12-01,1
31445,2018-10-01,0
31447,2018-11-01,0
31448,2018-07-01,0
31450,2017-12-01,0
31451,2017-12-01,0
31452,2018-09-01,0
31453,2018-08-01,1
31454,2018-05-01,0
31455,2017-08-01,0
31456,2017-11-01,0
31457,2018-05-01,0
31458,2017-11-01,0
31459,2018-10-01,1
31460,2018-08-01,0
31461,2018-02-01,0
31462,2018-01-01,0
31463,2017-09-01,0
31464,2017-08-01,1
31465,2018-07-01,1
31466,2018-07-01,0
31468,2017-11-01,0
31469,2018-10-01,0
31472,2018-11-01,0
31475,2018-11-01,0
31476,2018-01-01,0
31477,2018-07-01,0
31479,2018-11-01,0
31480,2018-03-01,0
31482,2017-11-01,0
31483,2017-10-01,0
31484,2018-04-01,0
31486,2018-08-01,0
31487,2017-08-01,0
31490,2018-04-01,0
31491,2018-04-01,0
31493,2018-04-01,0
31495,2018-09-01,0
31497,2018-07-01,0
31498,2018-09-01,0
31499,2018-03-01,0
31501,2017-08-01,0
31503,2018-01-01,0
31505,2018-06-01,0
31506,2017-11-01,0
31507,2018-04-01,0
31509,2018-01-01,0
31510,2018-07-01,0
31511,2017-12-01,0
31512,2018-04-01,0
31514,2017-08-01,0
31518,2017-08-01,0
31519,2018-05-01,0
31521,2018-11-01,0
31524,2018-01-01,0
31525,2017-08-01,0
31526,2018-10-01,1
31528,2018-02-01,1
31530,2018-08-01,0
31531,2017-08-01,0
31532,2018-07-01,0
31533,2018-04-01,0
31534,2018-05-01,0
31535,2018-11-01,1
31536,2017-08-01,0
31538,2018-02-01,0
31541,2017-12-01,1
31545,2017-08-01,0
31548,2018-07-01,0
31549,2018-09-01,0
31551,2017-12-01,0
31554,2018-01-01,0
31555,2018-03-01,0
31556,2018-05-01,0
31557,2018-09-01,0
31558,2018-02-01,0
31560,2017-07-01,0
31561,2018-10-01,0
31562,2018-10-01,0
31563,2018-01-01,1
31564,2018-07-01,1
31565,2018-07-01,0
31566,2018-09-01,0
31567,2018-12-01,0
31569,2017-12-01,0
31570,2018-06-01,0
31571,2018-08-01,0
31572,2018-03-01,0
31574,2018-04-01,1
31575,2018-07-01,0
31576,2018-09-01,0
31577,2017-11-01,0
31578,2018-04-01,0
31579,2018-10-01,0
31580,2018-05-01,0
31583,2017-10-01,0
31584,2017-11-01,1
31585,2017-10-01,0
31588,2018-03-01,0
31589,2018-02-01,0
31592,2018-06-01,0
31594,2018-07-01,0
31595,2018-02-01,0
31596,2018-07-01,0
31597,2018-11-01,0
31598,2018-12-01,0
31601,2018-08-01,0
31602,2017-11-01,1
31603,2018-03-01,0
31604,2017-08-01,0
31605,2018-11-01,0
31608,2018-08-01,0
31610,2018-02-01,0
31611,2017-08-01,0
31613,2018-10-01,0
31614,2017-09-01,0
31615,2017-09-01,0
31616,2018-11-01,0
31618,2018-05-01,0
31619,2018-09-01,0
31620,2018-12-01,0
31621,2018-04-01,0
31622,2018-09-01,0
31623,2018-07-01,0
31624,2018-08-01,0
31625,2018-11-01,0
31626,2018-04-01,0
31627,2018-07-01,0
31628,2018-09-01,0
31629,2017-10-01,0
31630,2017-12-01,0
31631,2018-04-01,1
31632,2017-09-01,0
31633,2017-11-01,0
31634,2018-05-01,0
31638,2018-08-01,0
31640,2017-11-01,0
31641,2018-03-01,0
31645,2018-04-01,0
31646,2018-03-01,1
31647,2018-06-01,0
31648,2018-07-01,0
31649,2017-08-01,0
31650,2017-09-01,0
31651,2017-08-01,0
31655,2018-12-01,0
31656,2017-12-01,0
31658,2018-11-01,0
31659,2018-04-01,0
31661,2017-09-01,0
31662,2018-02-01,0
31663,2017-11-01,0
31664,2018-05-01,0
31665,2018-08-01,0
31666,2017-11-01,0
31667,2018-11-01,0
31669,2017-08-01,0
31670,2017-09-01,0
31673,2018-10-01,0
31675,2018-11-01,0
31678,2018-12-01,0
31679,2017-10-01,0
31681,2018-07-01,0
31682,2018-03-01,0
31684,2017-08-01,0
31685,2017-07-01,0
31686,2018-08-01,0
31690,2018-09-01,0
31691,2018-05-01,0
31692,2017-08-01,1
31693,2018-01-01,0
31694,2017-10-01,1
31695,2018-12-01,1
31697,2017-11-01,0
31698,2017-10-01,0
31699,2018-07-01,0
31700,2018-04-01,0
31701,2018-06-01,0
31703,2018-01-01,0
31705,2018-12-01,1
31707,2017-12-01,0
31708,2018-02-01,0
31709,2017-07-01,0
31710,2018-11-01,0
31715,2017-11-01,0
31717,2017-10-01,0
31718,2018-10-01,0
31719,2018-11-01,0
31720,2017-10-01,0
31721,2017-09-01,0
31722,2017-08-01,0
31723,2018-12-01,0
31724,2018-09-01,0
31725,2017-10-01,1
31726,2017-09-01,0
31727,2018-07-01,0
31731,2017-12-01,0
31732,2018-09-01,0
31733,2018-02-01,0
31734,2018-01-01,0
31735,2018-04-01,0
31736,2018-03-01,0
31737,2018-06-01,0
31738,2017-11-01,0
31739,2018-04-01,0
31740,2018-09-01,0
31741,2018-04-01,0
31742,2018-10-01,0
31743,2017-09-01,0
31744,2017-10-01,1
31745,2017-10-01,0
31747,2018-06-01,0
31748,2018-09-01,0
31749,2018-12-01,0
31750,2017-10-01,0
31753,2018-05-01,0
31755,2018-05-01,0
31756,2018-04-01,0
31757,2018-09-01,0
31758,2017-11-01,0
31759,2018-09-01,0
31761,2018-10-01,0
31762,2017-08-01,0
31763,2018-11-01,0
31765,2017-07-01,0
31767,2017-09-01,0
31768,2018-01-01,0
31769,2018-01-01,1
31770,2018-02-01,0
31771,2017-07-01,0
31772,2017-07-01,0
31775,2018-05-01,0
31776,2017-11-01,0
31777,2018-05-01,0
31779,2018-11-01,0
31780,2018-08-01,1
31781,2018-12-01,0
31782,2018-01-01,0
31784,2017-11-01,0
31786,2018-10-01,0
31788,2018-02-01,0
31789,2017-09-01,0
31791,2017-12-01,1
31792,2018-04-01,0
31793,2018-02-01,0
31794,2018-12-01,0
31795,2018-12-01,0
31796,2017-08-01,0
31799,2018-09-01,0
31800,2018-03-01,0
31801,2018-09-01,0
31802,2018-04-01,0
31803,2018-07-01,0
31805,2018-12-01,0
31806,2018-02-01,0
31807,2017-11-01,0
31808,2018-11-01,0
31810,2018-05-01,0
31813,2017-11-01,0
31815,2017-08-01,1
31817,2018-02-01,0
31819,2017-10-01,0
31820,2018-10-01,0
31822,2017-08-01,0
31823,2018-10-01,0
31824,2017-08-01,1
31826,2017-07-01,0
31827,2018-07-01,0
31828,2017-08-01,0
31829,2017-11-01,0
31830,2018-06-01,0
31832,2018-02-01,0
31833,2017-09-01,0
31836,2017-11-01,0
31838,2017-11-01,0
31839,2018-12-01,1
31840,2018-07-01,0
31841,2018-12-01,0
31842,2018-06-01,0
31843,2018-05-01,0
31846,2017-07-01,0
31848,2018-11-01,0
31850,2018-05-01,0
31851,2018-04-01,0
31852,2018-08-01,0
31853,2018-10-01,0
31856,2017-08-01,0
31857,2017-10-01,0
31859,2018-04-01,0
31860,2018-06-01,1
31861,2018-08-01,0
31862,2018-01-01,1
31863,2017-07-01,1
31865,2018-11-01,1
31866,2017-08-01,0
31867,2017-09-01,0
31868,2018-04-01,0
31870,2018-12-01,0
31873,2017-11-01,0
31874,2017-11-01,0
31875,2018-08-01,0
31876,2018-08-01,0
31877,2017-07-01,0
31878,2018-03-01,1
31879,2018-05-01,0
31880,2018-01-01,1
31882,2017-08-01,1
31883,2017-10-01,0
31885,2018-05-01,0
31886,2018-07-01,0
31888,2018-10-01,0
31889,2018-11-01,0
31890,2018-10-01,0
31891,2017-09-01,0
31892,2018-02-01,0
31895,2017-07-01,0
31896,2018-12-01,0
31897,2018-07-01,0
31899,2017-09-01,0
31900,2017-09-01,0
31902,2017-07-01,0
31904,2017-07-01,0
31905,2017-07-01,0
31909,2018-10-01,0
31913,2017-11-01,0
31915,2018-12-01,0
31916,2017-12-01,0
31917,2017-08-01,0
31918,2018-06-01,0
31919,2017-11-01,1
31920,2017-08-01,0
31921,2017-09-01,0
31922,2018-06-01,0
31925,2018-10-01,0
31926,2018-01-01,0
31927,2018-02-01,0
31928,2018-09-01,0
31929,2017-11-01,0
31931,2018-07-01,0
31934,2017-08-01,0
31935,2018-01-01,0
31936,2018-01-01,0
31937,2018-08-01,0
31938,2017-11-01,0
31942,2018-02-01,0
31943,2017-10-01,1
31944,2018-04-01,1
31945,2018-04-01,0
31946,2018-05-01,0
31947,2017-08-01,0
31949,2017-12-01,1
31951,2018-10-01,1
31955,2018-02-01,0
31956,2018-08-01,0
31957,2018-04-01,0
31958,2017-12-01,0
31959,2018-02-01,0
31960,2018-07-01,1
31961,2017-09-01,0
31963,2018-10-01,0
31965,2017-07-01,0
31966,2018-10-01,0
31967,2018-08-01,0
31968,2018-09-01,0
31970,2018-11-01,1
31971,2018-04-01,0
31972,2017-10-01,0
31973,2017-07-01,0
31974,2018-06-01,0
31975,2017-11-01,0
31976,2017-10-01,0
31977,2017-10-01,0
31978,2018-01-01,0
31980,2017-09-01,0
31981,2018-06-01,0
31982,2018-10-01,0
31983,2018-01-01,0
31984,2017-10-01,0
31985,2018-08-01,0
31986,2017-09-01,0
31987,2018-02-01,1
31988,2018-04-01,1
31989,2018-12-01,0
31990,2018-04-01,0
31993,2018-04-01,0
31994,2018-06-01,1
31995,2017-12-01,0
31996,2018-01-01,0
31997,2017-10-01,0
31998,2018-08-01,0
31999,2017-10-01,0
32000,2018-11-01,0
32001,2018-01-01,0
32002,2018-08-01,0
32003,2018-07-01,0
32004,2018-10-01,0
32008,2018-08-01,0
32011,2018-01-01,0
32013,2018-03-01,0
32014,2018-10-01,0
32015,2018-06-01,0
32018,2018-01-01,0
32019,2018-07-01,0
32022,2017-10-01,0
32023,2018-10-01,0
32024,2017-07-01,0
32027,2018-04-01,0
32028,2017-07-01,0
32029,2018-02-01,0
32030,2018-06-01,0
32031,2018-02-01,0
32032,2017-10-01,1
32033,2018-04-01,0
32034,2017-10-01,0
32035,2018-12-01,0
32037,2018-05-01,0
32038,2017-08-01,0
32039,2017-08-01,0
32041,2018-11-01,0
32046,2018-04-01,0
32049,2018-06-01,0
32050,2017-10-01,0
32051,2017-08-01,0
32053,2018-05-01,0
32054,2018-06-01,0
32055,2018-03-01,0
32056,2018-02-01,0
32060,2018-11-01,0
32061,2018-04-01,0
32062,2018-01-01,1
32065,2018-12-01,0
32066,2018-03-01,0
32067,2018-07-01,0
32068,2017-10-01,0
32069,2018-12-01,0
32070,2017-08-01,0
32071,2018-12-01,0
32072,2018-09-01,0
32073,2017-08-01,0
32075,2018-07-01,0
32076,2017-12-01,0
32077,2018-06-01,0
32078,2017-07-01,0
32079,2018-12-01,0
32080,2018-07-01,0
32081,2018-03-01,0
32084,2018-10-01,0
32085,2018-09-01,0
32086,2017-10-01,0
32087,2018-07-01,0
32088,2018-05-01,1
32089,2017-08-01,1
32091,2018-11-01,0
32093,2018-09-01,0
32094,2017-11-01,0
32095,2018-11-01,0
32096,2017-08-01,0
32097,2018-02-01,0
32102,2018-03-01,0
32103,2018-11-01,0
32105,2018-11-01,0
32106,2017-12-01,0
32109,2017-12-01,1
32111,2017-09-01,0
32113,2018-05-01,0
32114,2018-11-01,0
32115,2018-08-01,0
32116,2017-12-01,0
32117,2017-09-01,0
32118,2018-07-01,0
32122,2018-01-01,0
32127,2018-03-01,0
32128,2018-08-01,0
32131,2018-02-01,0
32132,2018-07-01,0
32133,2018-07-01,0
32134,2018-11-01,0
32135,2018-03-01,1
32136,2018-06-01,0
32137,2018-07-01,0
32138,2018-10-01,0
32139,2018-05-01,0
32140,2018-07-01,0
32141,2017-09-01,0
32143,2017-10-01,0
32147,2017-07-01,0
32148,2017-12-01,0
32150,2017-08-01,0
32151,2018-05-01,0
32153,2018-11-01,1
32158,2018-02-01,1
32159,2018-11-01,0
32161,2018-04-01,1
32164,2017-07-01,0
32166,2018-02-01,0
32167,2018-04-01,1
32168,2018-11-01,0
32170,2018-11-01,0
32171,2018-05-01,0
32173,2018-09-01,0
32175,2018-06-01,0
32177,2018-10-01,0
32178,2018-06-01,0
32179,2018-04-01,0
32180,2017-11-01,0
32181,2018-04-01,0
32182,2018-12-01,0
32185,2017-09-01,0
32186,2017-11-01,0
32187,2018-07-01,0
32188,2018-11-01,0
32189,2017-11-01,0
32190,2018-02-01,0
32191,2017-08-01,0
32192,2017-08-01,0
32193,2017-10-01,0
32194,2018-12-01,0
32196,2018-06-01,0
32198,2017-11-01,0
32200,2018-01-01,0
32201,2017-10-01,0
32202,2017-10-01,0
32203,2018-03-01,0
32204,2018-12-01,0
32205,2018-04-01,0
32206,2018-05-01,0
32207,2018-06-01,1
32208,2018-03-01,0
32210,2018-11-01,0
32211,2018-10-01,0
32212,2018-05-01,0
32213,2018-07-01,0
32216,2018-10-01,0
32219,2018-11-01,1
32220,2017-07-01,0
32224,2018-11-01,0
32226,2018-08-01,0
32227,2018-08-01,1
32228,2018-01-01,0
32229,2018-09-01,0
32230,2018-10-01,0
32231,2017-10-01,0
32232,2017-11-01,0
32234,2018-01-01,0
32235,2018-08-01,0
32237,2017-10-01,0
32241,2017-07-01,1
32242,2017-09-01,0
32244,2018-11-01,0
32245,2018-03-01,0
32246,2018-03-01,0
32247,2018-06-01,1
32249,2018-11-01,0
32250,2017-09-01,0
32251,2018-12-01,0
32252,2018-02-01,1
32254,2018-08-01,0
32255,2017-12-01,0
32257,2018-10-01,0
32258,2018-10-01,1
32259,2018-04-01,1
32260,2017-10-01,0
32261,2018-10-01,0
32263,2017-09-01,1
32264,2018-04-01,0
32266,2018-06-01,0
32269,2017-07-01,0
32270,2018-04-01,0
32271,2017-11-01,0
32273,2018-05-01,0
32274,2017-10-01,0
32276,2018-07-01,0
32277,2017-10-01,0
32279,2018-09-01,0
32280,2018-05-01,0
32282,2017-08-01,1
32284,2017-08-01,1
32286,2018-05-01,1
32287,2018-09-01,0
32288,2018-05-01,0
32289,2018-12-01,0
32290,2018-11-01,0
32291,2017-10-01,0
32292,2018-04-01,0
32298,2018-03-01,1
32299,2018-02-01,0
32300,2017-07-01,0
32303,2018-10-01,0
32304,2018-10-01,0
32305,2017-12-01,1
32306,2018-03-01,0
32307,2018-03-01,0
32310,2018-06-01,0
32311,2018-02-01,0
32312,2017-11-01,0
32313,2017-07-01,0
32314,2018-06-01,0
32316,2018-08-01,0
32317,2018-11-01,0
32318,2018-06-01,1
32321,2018-03-01,0
32322,2017-11-01,0
32326,2018-07-01,0
32327,2017-07-01,0
32328,2017-09-01,1
32329,2018-06-01,0
32330,2018-09-01,0
32332,2018-07-01,0
32333,2018-10-01,1
32334,2018-06-01,0
32336,2018-04-01,0
32337,2018-02-01,1
32338,2018-04-01,0
32339,2017-07-01,0
32340,2017-09-01,0
32342,2018-03-01,0
32344,2018-04-01,0
32346,2017-11-01,0
32347,2017-11-01,0
32348,2018-09-01,0
32351,2017-10-01,0
32352,2018-07-01,0
32353,2017-12-01,0
32354,2018-03-01,1
32355,2018-12-01,0
32356,2018-08-01,0
32357,2018-10-01,0
32358,2018-01-01,0
32359,2018-01-01,0
32360,2018-12-01,1
32362,2018-10-01,0
32363,2018-11-01,1
32364,2018-03-01,0
32365,2018-11-01,0
32366,2017-10-01,0
32367,2018-02-01,0
32368,2017-09-01,0
32369,2017-09-01,0
32370,2018-01-01,0
32371,2018-06-01,0
32372,2017-10-01,0
32373,2017-09-01,0
32375,2018-06-01,1
32376,2018-07-01,0
32377,2018-12-01,0
32378,2018-12-01,0
32380,2017-09-01,0
32382,2018-09-01,0
32385,2018-05-01,0
32390,2018-06-01,1
32391,2018-08-01,0
32392,2017-09-01,0
32394,2018-09-01,0
32397,2018-08-01,0
32398,2018-09-01,1
32400,2018-07-01,0
32401,2018-05-01,0
32403,2017-10-01,0
32404,2018-05-01,0
32405,2017-10-01,0
32406,2018-10-01,0
32409,2017-12-01,0
32410,2018-12-01,0
32413,2018-07-01,0
32414,2017-11-01,0
32415,2018-06-01,1
32416,2018-06-01,0
32418,2018-09-01,0
32420,2018-04-01,0
32421,2017-12-01,0
32422,2018-10-01,0
32423,2018-05-01,0
32424,2018-06-01,1
32425,2018-06-01,0
32427,2017-07-01,0
32428,2017-12-01,0
32430,2018-01-01,1
32437,2018-02-01,0
32439,2017-12-01,0
32440,2017-08-01,0
32442,2018-02-01,0
32443,2018-07-01,0
32444,2017-07-01,0
32445,2017-11-01,0
32447,2018-09-01,0
32448,2018-09-01,0
32451,2017-12-01,0
32453,2018-02-01,1
32454,2018-03-01,0
32458,2017-12-01,0
32459,2017-12-01,0
32460,2018-08-01,0
32461,2018-07-01,0
32462,2017-12-01,0
32463,2018-01-01,0
32466,2017-11-01,0
32467,2018-12-01,0
32468,2017-10-01,0
32469,2018-05-01,0
32470,2017-07-01,0
32472,2018-10-01,0
32474,2017-11-01,0
32475,2017-12-01,0
32476,2017-11-01,0
32477,2017-11-01,0
32478,2017-08-01,0
32479,2018-08-01,0
32481,2018-02-01,0
32482,2018-07-01,1
32484,2018-08-01,0
32486,2018-09-01,1
32487,2018-01-01,0
32488,2017-08-01,0
32491,2017-08-01,1
32494,2018-08-01,1
32495,2017-07-01,0
32496,2018-05-01,0
32497,2017-07-01,0
32498,2018-06-01,1
32503,2017-07-01,1
32505,2018-02-01,0
32506,2018-02-01,0
32508,2018-08-01,0
32509,2018-07-01,0
32510,2018-04-01,0
32511,2017-10-01,1
32512,2018-03-01,0
32514,2017-11-01,0
32515,2017-08-01,1
32516,2018-01-01,0
32517,2017-09-01,1
32518,2018-09-01,0
32520,2017-07-01,1
32521,2018-12-01,0
32523,2018-07-01,0
32525,2018-09-01,0
32526,2018-03-01,1
32527,2018-03-01,0
32528,2018-11-01,1
32529,2018-03-01,0
32530,2017-10-01,1
32531,2018-07-01,0
32532,2018-02-01,0
32534,2017-11-01,0
32537,2017-08-01,0
32538,2018-06-01,0
32539,2018-11-01,1
32540,2017-08-01,0
32541,2017-11-01,0
32542,2018-04-01,0
32543,2018-01-01,1
32545,2017-07-01,0
32546,2017-12-01,0
32547,2018-08-01,0
32548,2018-03-01,0
32550,2017-09-01,0
32551,2018-12-01,0
32552,2018-09-01,0
32553,2018-10-01,0
32554,2018-11-01,0
32555,2017-08-01,1
32556,2017-08-01,0
32557,2018-10-01,1
32560,2018-02-01,0
32561,2018-10-01,0
32562,2018-02-01,0
32563,2018-04-01,0
32564,2018-11-01,0
32565,2018-04-01,1
32568,2018-12-01,0
32569,2018-07-01,0
32570,2018-07-01,0
32573,2017-11-01,0
32575,2018-10-01,0
32576,2018-09-01,0
32577,2018-09-01,0
32579,2018-11-01,0
32580,2018-05-01,1
32581,2017-09-01,0
32583,2018-12-01,0
32587,2018-08-01,1
32588,2017-08-01,0
32589,2018-10-01,0
32590,2018-07-01,1
32593,2018-08-01,0
32596,2017-07-01,0
32599,2018-10-01,0
32600,2018-08-01,0
32601,2018-11-01,1
32603,2017-11-01,0
32605,2018-02-01,0
32606,2018-02-01,1
32607,2018-05-01,0
32609,2018-02-01,0
32610,2018-11-01,1
32612,2018-06-01,0
32613,2017-09-01,0
32614,2018-06-01,1
32615,2017-07-01,0
32618,2017-12-01,0
32622,2017-07-01,0
32624,2018-10-01,0
32625,2017-12-01,0
32629,2018-02-01,0
32631,2017-07-01,1
32632,2018-09-01,0
32633,2018-05-01,0
32634,2017-08-01,0
32635,2018-01-01,0
32637,2017-08-01,0
32639,2017-09-01,0
32640,2017-09-01,0
32642,2017-09-01,0
32645,2018-09-01,1
32646,2018-12-01,0
32647,2017-08-01,0
32648,2018-07-01,0
32651,2017-09-01,0
32653,2017-07-01,0
32656,2018-08-01,0
32659,2018-04-01,0
32662,2018-02-01,0
32663,2018-10-01,0
32665,2018-06-01,0
32666,2018-05-01,0
32668,2017-12-01,0
32669,2017-09-01,0
32670,2018-06-01,0
32672,2017-10-01,0
32673,2018-03-01,0
32674,2018-11-01,0
32675,2018-06-01,0
32677,2018-09-01,0
32678,2018-07-01,0
32680,2018-02-01,1
32682,2018-05-01,0
32683,2018-05-01,0
32684,2018-01-01,0
32685,2018-05-01,0
32688,2018-07-01,0
32691,2018-11-01,0
32692,2018-05-01,0
32693,2018-11-01,0
32694,2018-12-01,0
32695,2018-07-01,0
32699,2017-10-01,0
32700,2017-12-01,0
32703,2018-04-01,0
32704,2018-02-01,0
32706,2018-09-01,0
32708,2017-10-01,0
32710,2017-09-01,0
32713,2018-03-01,0
32714,2018-01-01,1
32716,2017-10-01,0
32718,2017-08-01,0
32720,2018-10-01,0
32721,2017-11-01,1
32723,2018-10-01,1
32724,2018-09-01,0
32726,2018-03-01,0
